timestamp,alpha_z,beta_z,gamma_z,beta_alpha_ratio
1741845792.8140938,-1.0,1.0,1.0,-1.0
1741845794.1790938,-1.1634832633638121,1.400082762827481,-0.2810642263501461,-1.2033544503077962
1741845795.6790938,-1.3622437695419396,0.9506423215321026,0.19292509003879757,-0.6978503721487089
1741845796.9400938,-0.7969413497437002,-0.734567051272334,1.0719862229323407,0.9217328872552214
1741845798.3040938,1.491634504374271,-1.0743922634548697,-0.4867910010613516,-0.7202785000643096
1741845799.5210938,0.440526806861752,0.3407917683942891,-0.5853582912847467,0.7736005234778773
1741845800.8850937,-1.4198539378190862,-0.9200955577700972,0.5106495259983602,0.6480212740638489
1741845802.2350938,2.3068590799245863,2.1769758057792594,-1.134292013309213,0.9436969187777292
1741845803.5100937,-0.7798673380455634,-0.7010766515796188,-0.24929497511165935,0.8989691161276185
1741845804.7700937,1.6312375122329454,2.3292057755083126,0.27826820910830513,1.4278765403818738
1741845806.0900939,0.1885536972419921,-0.6170398922873241,-1.4198494079441482,-3.2724889583862553
1741845807.4400938,-0.4713130690759115,-0.6111440713190234,-0.2960216303108916,1.2966839059168762
1741845808.7150939,0.17482506291756225,1.0489752221137123,-1.074828807942163,6.000142111250665
1741845810.0200937,-0.5360600311430784,0.0010866461271271943,-0.3993228319030118,-0.002027097832326843
1741845811.3260937,2.003276443438075,-0.32228820673243835,1.5112153313128736,-0.1608805453626355
1741845812.6460938,0.966010151061689,2.0225370960347027,0.8397217180650517,2.0937017005585736
1741845814.0100937,-0.7580873136935417,-1.196355587696943,-0.23961532693892446,1.578123741272067
1741845815.3150938,3.9833958812228873,2.2958821786611945,2.8139658937589687,0.5763630447788602
1741845816.6350937,0.6119539555798795,0.8800771879218972,0.21041894167949834,1.4381428208727691
1741845817.9860938,-0.16189253274895277,1.3751411480309894,0.6460226073457254,-8.494160445086278
1741845819.3060937,0.40965394499140817,2.676613715518915,1.8895559092753844,6.533840936342142
1741845820.6560938,0.027551070496795033,0.2243312544905774,1.201063918994205,8.142378878405957
1741845821.9760938,-0.07781860895132546,1.7717037520647183,0.41742947206876574,-22.76709614756666
1741845823.2810938,-0.3454488967342106,1.423374151848737,-0.4911587111884306,-4.1203609717818415
1741845824.5110939,-0.15149128036782755,-0.4647255287683081,0.6933492585143439,3.067671800251037
1741845825.9660938,-0.4500383943340708,1.1233436159551675,0.6455259798544102,-2.4961061769349646
1741845827.3170938,-0.09099208102678231,1.156356749219427,0.2916347791057251,-12.7083229240473
1741845828.6360939,-0.5248590037265767,2.23215780849599,0.420257910480835,-4.252871328580322
1741845829.9410937,0.04498967224180017,-0.34979600458056714,1.868703026620186,-7.775028959992502
1741845831.2620938,0.11342989557305506,0.0779113009237857,-0.24425890171351583,0.6868674305849692
1741845832.6120937,0.6129521562082983,0.2720043893191205,-1.258929109179716,0.4437612080553409
1741845833.9320939,-0.015871912180728982,2.0324364066858958,0.3481614344475652,-128.05239743914385
1741845835.2370937,4.6965541701399145,3.551861857686983,-0.7790791042073444,0.7562697520384759
1741845836.6020937,2.755756151235396,2.869702007440963,-0.7534043636824311,1.0413483087589175
1741845837.9060938,1.4885435275150307,3.3742227386237875,0.25317598909822797,2.266794807308526
1741845839.2260938,1.5009791933447427,1.6974500640647678,-1.0972007053757056,1.130895132718139
1741845840.5920937,-0.14899934261208425,-0.5855752529253937,-0.0441820631951787,3.9300525939226656
1741845841.8980937,-0.16477729434531746,0.646597004907415,-0.43745451809894126,-3.9240661613994368
1741845843.2610939,0.0602985538377948,-0.06206850966672657,0.4095023146047796,-1.0293532052807273
1741845844.5660937,0.12286291943586487,-0.10613402541956643,0.00888581282123374,-0.8638409856032192
1741845845.8860939,-0.37678708261683136,-0.048975685014015266,0.010902603306111095,0.12998238865800088
1741845847.1910937,-0.3498281593408346,-0.02582791738867003,-0.01687992723893832,0.0738302983880326
1741845848.5590937,-0.49612222769726283,-1.0180426427431262,1.4046585764172073,2.0519996603827693
1741845849.8630939,-0.5135644931545637,0.41337702218790284,1.1851773781585246,-0.8049174498975572
1741845851.2270937,-0.5492305876709465,-0.687617935510841,0.4373227750608474,1.2519658426649845
1741845852.4880939,-0.410234756571643,0.6141314948814962,0.8172071078441214,-1.497024533010881
1741845853.8530939,-0.4722970326897373,1.0452701015778645,0.2855586889463608,-2.2131625422777668
1741845855.1580937,-0.22444354176765774,-0.538072067968523,0.48956992743868083,2.397360439649144
1741845856.5230937,-0.5450102824833419,0.8842773928734985,0.73814483528498,-1.622496714822121
1741845857.8280938,-0.32460020922442445,-0.7935020623921789,-0.23918881593305139,2.444551912915009
1741845859.1480937,-0.4718569189520131,-1.169932202846557,-0.6726737833341563,2.4794215277058105
1741845860.4960938,0.15626895453374526,-0.7370663647598064,-0.4797925827528557,-4.716652561981796
1741845861.8170938,0.3396550053203653,-0.39481889651594787,-0.7402550829341716,-1.162411536210254
1741845863.1220937,-0.3896629722410405,0.1625625583199784,0.1670472851169075,-0.41718759518012216
1741845864.4880939,-0.4638522425055531,-0.14368788434654015,-0.21245309885272787,0.3097708088472159
1741845865.8520937,-0.48351179824575446,-1.031515698932419,-0.25173179634173626,2.133382686161736
1741845867.1570938,-0.16137523776426596,-0.09865744990306953,1.251504007119584,0.6113543271563544
1741845868.4770937,-0.6194575853412878,-0.5978390635302006,0.6015766301239226,0.9651008845114446
1741845869.8300939,-0.1332238827934769,-0.3941857906792639,0.9251770642428456,2.958822265301553
1741845871.1020937,-0.3749207781792136,-0.4031154799937858,-0.15029941862747756,1.0752017584928169
1741845872.4530938,-0.3734757380820005,-0.19600571011564513,0.4307310967946118,0.5248151087999458
1741845873.7270937,-0.363843497089027,-0.07153743694736432,-0.4279841276929901,0.19661595581536584
1741845875.3180938,-0.45638413519861454,-0.5984437883412871,0.38326629708998894,1.3112721108959
1741845876.640125,-0.1662256927416187,0.3262959546529523,0.2680143510000495,-1.9629694379445115
1741845877.9890938,-0.3363008297654955,-0.12764670813000248,-0.9633743447235023,0.37956108588554854
1741845879.2480938,-0.563853049484142,-0.6709328156617209,0.2988515715856114,1.1899072218826234
1741845880.6140938,-0.5646550147644721,0.49585835091700703,-0.6917854947938613,-0.8781615994747494
1741845881.9320939,-0.7038566505555762,-0.5121274709016416,0.035055591696612765,0.7276019492000299
1741845883.2820938,-0.5234649530475706,-0.24323949860517446,-0.5404278181473662,0.4646719846076682
1741845884.5870938,-0.6636095454093748,0.12426282072543918,-0.8627715143347442,-0.18725291338113975
1741845885.9070938,-0.5091343916189129,-0.22744984254726955,-0.7453132604374871,0.4467383195702791
1741845887.2120938,-0.6083272641796942,-0.5154429928836849,0.1586774233297096,0.847312003315748
1741845888.5330937,-0.6704765309836279,-0.788186146192784,-0.3055548545434691,1.1755611267056123
1741845889.8370938,-0.37703755922869187,0.1947835108233017,-0.4054783001812321,-0.5166156687990755
1741845891.2040937,-0.35737149432459747,-0.2894361276910752,0.22203083136503224,0.8099026707154847
1741845892.5230937,-0.44825943413481206,-0.9082213911271911,0.03501256672653472,2.026106584639215
1741845893.8290937,-0.5763693854272965,-0.31438552301306716,-0.5114326956377003,0.5454584003971596
1741845895.1920938,-0.5767117433194079,-0.8641601877041558,0.1758404486531372,1.498426549683672
1741845896.4970937,1.129777305185268,-0.19512689761596988,0.5556362819437402,-0.17271270782339865
1741845897.8180938,-0.28070415812395677,-0.8760294407715721,-0.1102012761027261,3.120828158109166
1741845899.1230938,-0.28955654021726546,-0.23962441954381963,0.4194632345661065,0.8275565779450886
1741845900.4430938,0.03906180731663634,0.13348075696622985,-0.44734480744892474,3.4171679739298875
1741845901.7480938,-0.4479340240864222,-0.3290037117201971,0.181839157099001,0.7344914519302529
1741845903.0680938,0.4377795493490017,-0.35123325517086423,-0.530950150363659,-0.8023062194046392
1741845904.3740938,-0.5677849701613008,-0.44682360983380004,0.3705412811853111,0.7869592069456557
1741845905.7400937,-0.2715456636520626,-0.059809169852991034,-0.19429515532403632,0.22025455700012883
1741845907.0460937,-0.46736631935391687,-1.3740635858247487,0.673959368105732,2.9400141365005554
1741845908.3650937,-0.03560531825178651,0.23259403365209028,-0.5960741607793518,-6.532564377244958
1741845909.6700938,-0.18181154764030585,0.10561573705173426,0.35124281088738946,-0.5809077499339227
1741845910.9890938,0.25723140466305067,-0.2497864172362278,-0.4454788547067955,-0.9710572376006145
1741845912.3390937,-0.156053039496321,0.19217621358773648,-0.14984207283634948,-1.2314801057897184
